2015-11-18 00:02:50 113.87.112.11   browse   danmaku.us Bilibili2.1022 "" "Mozilla/5.0 (Linux; Android 4.4.4; M463C Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36"
2015-11-18 06:22:31 46.229.164.100  edit     danmaku.us Acfun2.1029 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:23:47 46.229.164.100  print    danmaku.us Main.WikiSandbox2 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:25:22 46.229.164.100  browse   danmaku.us Acfun2.1069 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:26:45 46.229.164.100  diff     danmaku.us Acfun2.1156 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:28:28 46.229.164.99   diff     danmaku.us Acfun2.1036 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:29:30 46.229.164.100  browse   danmaku.us PmWiki.EditVariables "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:30:52 46.229.164.100  browse   danmaku.us Acfun2.1168 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:32:05 46.229.164.100  browse   danmaku.us Acfun2.1136 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:33:35 46.229.164.100  browse   danmaku.us Acfun2.1095 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:34:54 46.229.164.100  edit     danmaku.us Bilibili2.1066 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:36:19 46.229.164.100  browse   danmaku.us Acfun2.1128 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:37:56 46.229.164.100  browse   danmaku.us Site.LocalTemplates "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:39:23 46.229.164.99   edit     danmaku.us AcfunN1.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:40:38 46.229.164.100  edit     danmaku.us Bilibili2.1108 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:43:08 46.229.164.99   diff     danmaku.us Bilibili2.1063 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:43:25 46.229.164.100  diff     danmaku.us Bilibili2.1103 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:44:55 46.229.164.100  print    danmaku.us Acfun2.1167 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:46:27 46.229.164.100  edit     danmaku.us Profiles.小语 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:48:00 46.229.164.100  print    danmaku.us Queue.1302701558 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:48:01 40.77.167.66    browse   danmaku.us . "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2015-11-18 06:49:14 46.229.164.100  print    danmaku.us Bilibili2.1039 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:50:39 46.229.164.100  diff     danmaku.us Bilibili2.1097 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:52:03 46.229.164.100  login    danmaku.us PmWiki.WikiWord "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:53:39 46.229.164.100  edit     danmaku.us Site.SideBar "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:56:09 46.229.164.99   edit     danmaku.us Main.CleanView "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:56:29 46.229.164.100  diff     danmaku.us Acfun2.1044 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:57:50 46.229.164.100  browse   danmaku.us Bilibili2.1064 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 06:57:59 68.180.228.235  browse   danmaku.us Acfun2.1139 "" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
2015-11-18 06:59:15 46.229.164.100  login    danmaku.us Bilibili2.1061 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:00:42 46.229.164.100  print    danmaku.us PmWiki.Troubleshooting "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:01:17 123.125.71.115  browse   direct.danmaku.us Acfun2.1136 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-11-18 07:04:08 46.229.164.100  login    danmaku.us PmWiki.IncludeOtherPages "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:06:12 46.229.164.99   browse   danmaku.us Bilibili2.1013 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:06:57 180.76.15.28    browse   danmaku.us Acfun2.1159 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-11-18 07:07:55 46.229.164.100  edit     danmaku.us Site.SideBar "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:09:59 46.229.164.99   edit     danmaku.us PmWiki.DeletingPages "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:10:45 46.229.164.100  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:11:52 123.125.71.38   browse   danmaku.us Acfun2.1204 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-11-18 07:12:28 46.229.164.100  diff     danmaku.us Acfun2.1209 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:13:50 46.229.164.100  browse   danmaku.us Acfun2.1133 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:15:02 46.229.164.100  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:16:32 46.229.164.100  diff     danmaku.us Bilibili2.1029 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:18:25 46.229.164.100  browse   danmaku.us Acfun2.1051 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:20:01 46.229.164.100  diff     danmaku.us System.HomePageTmpl "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:21:32 46.229.164.100  edit     danmaku.us Category.GroupFooter "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:21:54 180.76.15.156   browse   danmaku.us Category.娱乐 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-11-18 07:24:13 46.229.164.100  browse   danmaku.us Acfun2.1053 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:25:28 46.229.164.100  edit     danmaku.us Site.SideBar "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:27:41 46.229.164.100  diff     danmaku.us Bilibili2.1011 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:29:10 46.229.164.100  edit     danmaku.us Bilibili2.1107 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:31:06 46.229.164.100  edit     danmaku.us Bilibili2.1069 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:32:58 46.229.164.100  edit     danmaku.us Acfun2.1185 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:34:55 46.229.164.100  browse   danmaku.us Acfun2.1057 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:35:09 211.162.34.152  browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-11-18 07:35:11 211.162.34.152  browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-11-18 07:35:12 211.162.34.152  browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-11-18 07:35:14 211.162.34.152  browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-11-18 07:35:15 211.162.34.152  browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-11-18 07:35:17 211.162.34.152  browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-11-18 07:35:18 211.162.34.152  browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-11-18 07:36:59 46.229.164.100  browse   danmaku.us . "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:39:13 46.229.164.100  diff     danmaku.us Acfun2.1088 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:40:57 46.229.164.100  print    danmaku.us Main.BPError "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:42:54 46.229.164.100  print    danmaku.us Bilibili2.1100 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 07:44:40 46.229.164.100  edit     danmaku.us Site.SideBar "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:07:36 46.229.164.98   browse   danmaku.us Bilibili2.1019 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:09:04 46.229.164.98   edit     danmaku.us Site.SideBar "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:10:22 46.229.164.98   edit     danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:11:58 46.229.164.98   edit     danmaku.us Bilibili2.1103 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:13:45 46.229.164.98   browse   danmaku.us Acfun2.1059 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:15:39 46.229.164.98   diff     danmaku.us Acfun2.1115 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:17:40 46.229.164.98   browse   danmaku.us PmWiki.Skins "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:19:53 46.229.164.98   login    danmaku.us Acfun2.1055 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:22:20 46.229.164.98   browse   danmaku.us Bilibili2.1080 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:23:14 46.229.164.98   diff     danmaku.us Bilibili2.1113 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:23:37 46.229.164.98   diff     danmaku.us Bilibili2.1073 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:24:47 46.229.164.98   browse   danmaku.us Bilibili2.1114 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:24:54 46.229.164.102  edit     danmaku.us Acfun2.1043 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:25:56 46.229.164.98   login    danmaku.us PmWiki.PageVariables "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:26:39 46.229.164.102  browse   danmaku.us Acfun2.1115 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:27:30 46.229.164.98   print    danmaku.us Acfun2.1134 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:27:52 46.229.164.102  diff     danmaku.us Bilibili2.1034 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:28:29 46.229.164.102  print    danmaku.us PmWiki.CustomMarkup "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:30:25 46.229.164.98   diff     danmaku.us Main.FNQ "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:30:28 46.229.164.102  edit     danmaku.us Acfun2.1068 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:31:05 46.229.164.98   diff     danmaku.us Acfun2.1200 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:31:43 180.76.15.160   browse   danmaku.us . "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-11-18 08:31:55 180.76.15.138   browse   danmaku.us . "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-11-18 08:32:33 46.229.164.98   edit     danmaku.us Acfun2.1090 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:33:16 46.229.164.98   browse   danmaku.us Acfun2.1119 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:34:06 46.229.164.98   diff     danmaku.us Acfun2.1074 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:34:55 46.229.164.102  browse   danmaku.us Acfun2.1160 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:35:40 46.229.164.98   edit     danmaku.us DMR.A50529638 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:36:39 46.229.164.99   browse   danmaku.us Acfun2.1046 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:37:35 46.229.164.102  browse   danmaku.us Acfun2.1014 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:38:13 46.229.164.102  edit     danmaku.us DMF.DMFAPI "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:39:26 46.229.164.98   edit     danmaku.us Acfun2.1001 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:40:19 46.229.164.98   browse   danmaku.us Acfun2.1180 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:41:02 46.229.164.99   diff     danmaku.us Acfun2.1098 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:41:29 46.229.164.98   login    danmaku.us Bilibili2.1032 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:42:52 46.229.164.99   browse   danmaku.us Acfun2.1063 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:43:10 46.229.164.102  diff     danmaku.us GourmetFood.RecentChanges "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:44:04 46.229.164.98   edit     danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:44:55 46.229.164.102  browse   danmaku.us Acfun2.1004 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:45:50 46.229.164.98   browse   danmaku.us Acfun2.1192 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:46:40 46.229.164.102  diff     danmaku.us Bilibili2.1039 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:47:26 46.229.164.98   edit     danmaku.us Acfun2.1022 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:48:19 46.229.164.102  browse   danmaku.us Acfun2.1086 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:49:33 180.76.15.5     browse   www.danmaku.us Category.黑屏 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-11-18 08:49:52 46.229.164.102  browse   danmaku.us Acfun2.1031 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:49:55 46.229.164.99   login    danmaku.us Twodland1.1001 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:50:08 124.95.156.139  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36"
2015-11-18 08:50:09 124.95.156.139  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36"
2015-11-18 08:51:03 46.229.164.98   browse   danmaku.us Acfun2.1157 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:51:43 46.229.164.102  browse   danmaku.us Acfun2.1056 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:52:40 46.229.164.102  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:53:34 46.229.164.102  login    danmaku.us Site.AllGroupHeader "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:54:53 46.229.164.99   print    danmaku.us Bilibili2.1101 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:55:11 46.229.164.102  browse   danmaku.us . "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:56:18 46.229.164.98   browse   danmaku.us Acfun2.1134 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:56:54 46.229.164.98   diff     danmaku.us Profiles.Forex "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:58:15 46.229.164.99   diff     danmaku.us Acfun2.1057 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:58:27 46.229.164.102  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 08:59:40 46.229.164.102  edit     danmaku.us Bilibili2.1079 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 09:00:57 46.229.164.99   print    danmaku.us API.XMLTool "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 09:01:13 46.229.164.102  browse   danmaku.us Acfun2.1132 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 09:02:52 46.229.164.102  diff     danmaku.us Category.黑屏 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 09:03:04 106.120.160.109 browse   danmaku.us Main.HomePage "http://danmaku.us/main/homepage" "Mozilla/5.0 (Linux; U; Android 4.2.1; zh-cn; HUAWEI G700-U00 Build/HuaweiG700-U00) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
2015-11-18 09:03:19 101.199.108.51  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Linux; U; Android 4.0; en-us; GT-I9300 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
2015-11-18 09:04:03 101.199.108.57  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_0 like Mac OS X) AppleWebKit/600.1.3 (KHTML, like Gecko) Version/8.0 Mobile/12A4345d Safari/600.1.4"
